,count,minNt_r
114035,117,000009000d008900000000000000870000008f050500088f
114205,117,0e008500850000000000080000000000050088008c008f00
113539,116,008f0000000900060000000d8400000000008d00008d8a00
113829,116,008b8a0e00000000000800840089008d0000000000000700
113561,116,00000000008f060000000000008a880000870000870d0009
114952,116,000d0006000000008d008a0000000084000009000b050000
116145,116,000d8b0000898e0000000000080700000400870000000000
116962,116,0000870000098f00000005078f00008b000000000e000000
114241,116,0a00000005088400000008008a0000000c00008f00000000
115236,116,000c0000000000000a000000008b0700040000008d008689
115883,116,0000890c00850b10000000130000000c009100000000008f000000000005
116246,115,0000008700000005000b000000060c00000e008c00000088
115533,115,86000000008e000000000089000000070900000084000c85
115695,115,8d060600000000008a0d0f00000900000000008700000000
115404,115,000900008f00008600008b8400090f000000000000000007
116198,115,000c07000600000000008d040000000a0000888500000000
115323,115,8f000000930000851100008b000000000008000000008906000e00008f00
115783,114,00000007008800000000000b0000840d00008500008f8500
113434,114,0000000000868c04930000008a0000000c00001000000b00
116224,114,0b0000008f0a0000008b00008700000d000000000000070c
114046,114,000000000600000000090c008d0085840000878500860088
113490,114,000089008c0000850e850000000000050000000a00008e00
116070,114,0000008b00840000860a00000000008e8d05000d00000000
115932,114,000000008a0009000d0000000000008c8c86048d00000000
115830,114,0000008a0000000000008d080000050000840400000e0f00
113261,113,89000d000f00000800000a0f000000008e00000086000005
113597,113,000000000b008600008b0089008f000e00008d068a000000
117176,113,000a00008f008e8b000000008600860c0000050000000000
113142,113,008c0000000000040000090d8a000f000000870008000c00
114559,113,00000a00000084001300000000000000000e0093008f068a
113301,113,0b8c00008f00008d00008b00000e00070000000000000087
113913,113,84008b000085080b00000d000400000000000000008f0000
115698,113,00000087008808000b00000c00000400000000000900008c
115885,112,008c000008000f00000000000000068d000600008a850000
115620,112,000086008a00000000008e00000000000b85000c0d000007
116163,112,00850000090000000000008c0000050b080000000000890e
115666,112,00008b070f000000850d00850000008f0000000900000000
116048,112,00088f00090000000000000c008500008f008a0500000000
117245,112,0b00000000000000000089058e84008a00000000008b850c
114963,112,89000006000000000000008d00080c000a000000850f0000
114264,112,850087000c8a008b0006000000000000000b8800008d0000
116269,112,0f860000000004000a0600040000008d0000000089000000
115974,112,0008000004000000848c0000000d00000f0900008b000000
114610,111,00000008000000000013000488920000008f0000000e0085
113858,111,00000000000a0089848700000000000f0000000400008f8c
113303,111,0004058b0400008b0000008400000000000b
114889,111,0000098500870c0000000006008b00000000000a8c000000
113518,111,00000086880000878e0a00000000000006000000000f860b
114777,111,000086000e00008805000000910900008f00130000000000
115546,111,000000060089000000000c008e0a08000000870000008f00
115279,111,0f000400000089850000008804000000008c0000000a0000
113266,110,00878700000a0400080e0000000000000089008c00000000
114080,110,0000008f870000890005000500890f00000000000a000000
113482,110,04000c0000000000008986848f00000000000a0086000000
115741,110,0d0000008b04000409000009008d00000000000000840000
114815,109,0000000f0000000a008600080400000000000000008d8a8e
113523,109,0000000b0400880000008a0c87000000000000000d00008c
117271,109,00008400898e00040000000000000986000000008600880e
113685,109,000000040b0000000000000e008b008f008e000884000000
115477,108,0000008d048d008600000000000500000900890e00000000
116757,108,000000008600000e0800000000008d040006000c00890000
114516,108,000800000007000006000c890000008a8c06000000860000
113555,108,00008700000007000b000500008c0000000000000f008b89
114575,108,870c008885000000000004000000008e0a00
117165,108,0a00008684840f050000000088000000000000000000008e
116377,108,00008b0500008e0000008e0600000084000000080d000000
113299,107,000084878e0000000e0000000007090000008f0000880000
115393,107,001200000000850f000000008d0a000000930000000f06008a0000000000
116753,107,840000000c0000008e0b0000000a0500070000008a000000
114121,107,86000000000d0600000010000000930700008d0000000b0000000000008a
116984,107,0000060000000e0000880000009200000000001000000b848f0000000089
115372,106,07000b0f00008c000000000000000086000007898b000000
116667,106,000b00060000130e00008a000000000f0093000000008c07000000000087
116293,106,000f0900000000040004000f00000000008d008a00840000
114126,106,000000000e0400000000008900870000000d8c000b0a0000
115707,105,000b0a0000870c00000000008d0000000088000700000008
117217,105,00000000058b00000000000a0000000d8a0c0000878c0000
116814,105,05000f000007000000008f0000008b0e0000840000090000
117031,105,060000008f0000000000888500000000090005070000000e
113105,105,000086008b00000a00850000860000000005
113750,105,000000000009000784000000850085008b00
113350,105,00008900000000000400000a860086860a00
114583,104,008b0000000000008500000700120c000a000b8c00009200
116815,104,00000089048d0009000000000000000000870d0000060e00
114762,104,00008f070000000c070500008900008500000000000a0000
113625,104,0800000000000000008f008b000a07000e00840000000000
115925,104,0e0000040000000000000013008492000000000a8c050000000000008990
116671,104,00000009870c000000000600088c0000008c000000000089
116220,104,008d00000008000000898885000f00000087000000050000
115916,104,00000000860800008b0000008f000c000000058f00000006
114067,103,00000000000d878f00000000070088000000000008098d00
115590,103,00000004000000000009008e008b84008900870d00000000
113347,103,0000000b000000000000008c000d060000008500868b8b8a
115288,103,00000089000700000000000d00070b0000050000008c0085
114240,103,00000f00000005090000000000008b008e8f840000000008
113455,103,0700078e0000000900000000008700008a0005890000000f
113540,103,00000000050085008f008c000a00000d8600000000880000
115499,103,888500000000000000000f00080000008e0000050700008d
116893,103,850000000b00000a00000f0f880000000000000000008e06
113172,103,00900b00000000108f0000000c05008a0000008500000000
115129,103,000400070900008e0000008400080000000d00008a000000
115452,103,000a000086008f0000000089000400000000000000890e89
113361,102,000000008f000e0000090000040d0000000e000087008a88
114751,102,00000b00088e840000008c0000000000068a0000000d0000
115771,102,0b000e000000000000068c00000000870000000e0c008800
114771,102,00008e0500060000000c8800000f00000009000000000084
113845,102,00000000008400000f0600000000008e000b00008b8a0006
113614,102,00920084000000000b0000008c0000000488000013000e00
112858,102,040000080500000000850000000000058f000f000f00008a
114307,102,0008000f000b0000008600880a0000008e00000000000500
115480,102,0000008d00000000000000050000090f000b858b00008400
116277,101,000000000c87008a0000000800008c0000000004050f0004
116954,101,000089060000000000000b0087008c0000000d008b000e00
115348,101,8e8400000000000000090004080d00000d00000000000089
114341,101,008e00000000000d0000090a0500000000008784008b0000
115301,101,000400008c00000b8500000000000000050f920000000000008a00000012
115656,101,0d00000000090000058e00000087000b008500008b000000
114100,101,0406008800008b000000000e870000008d00000000000008
114019,101,0800000000000000000e00000000008985848c00008c0005
115805,101,0000000000840b0000000004000c8900000000008f06008d
115973,100,06000000008d00008a00000000000b008400000a0e000e00
114782,100,000400000a00000000890000000087000b06
114215,100,060000890000000000880f0c00008500008e00000b000000
116218,100,00000000000500870e000000000000008c0a000000888f8e
116352,100,008d0000000000860000000d0b0400000600880400000000
116983,100,8b8b060000000000840000000f0000000400000000008f0a
115861,100,11000000000d0000008f00850000000c9000078900000000000009000000
116264,100,00000a00000007000000040e00000f008b860000008e0000
115368,100,00000000008e00000085000d000007000089070a00000007
114075,100,0000000004008e0008000085000000000f008a8b00008f00
115245,100,0000000b008488000000000000000f060000008e00080807
116354,99,000b0885000000008e00000000080006000000000e890000
113366,99,8d0000890000000005001200840e00001000000008000000900088000000
116332,99,0700000900008d878e000000008a000000060d0000000000
116295,99,000000000900008b848a00000f00070000000000048f0000
115886,99,000000000700008900890f008d8b00000000008508000000
117224,99,850a00000000000000000f0000008a00008400008e00048d
117018,99,0000008c00000000000f080600000000008500008b880400
114450,99,888400000000000400008a00890000000a00
114088,99,0084008c000b0000000088000a00000006040e0000000000
116125,99,00000c0089000000000000070087090087008f0000000088
117002,99,860000000e0e000004000000868a000000000a0000008c00
114150,99,0000870000098a0000000000068c00000000000e05070000
116193,98,8800000000840f0000000b000007000000008f848e000000
115251,98,008600008800870f850000000000000007008e0b000b0000
114110,98,008f0088000084850000000e00008c000a00070000000000
115766,98,00000000008d0400040f00000000000f848b00000000000b
116920,98,050000000000008688890000840000000886
115230,98,060800000004000000008d000000000000890000850c000d
116623,98,8400878c00000400000b00008f0000890000000000000e00
113470,98,8e008e00000000870000858b07000000000000080e000000
115551,97,04000006008f0d000600000000008b000000008a0084000000000b000000
115633,97,00000000080085008800000000000f0004008f0004000400
115906,97,00050000008e00000000000d0000008a0087840000000a85
114115,97,00888c00000488000087860000000000000f0000000b0000
114255,96,07000000000000000b0000080000008d00870e8987000000
115727,96,000000000a850000008a85000d0f00070000008e00000000
115896,96,000000000e0089000088008f8e0b8e000000840000050000
115865,96,879200000000000000910004000c000000008900000000008d000000130a
116244,96,0e000000008900000000000800068a00060000008c870000
114210,96,0000860000008f00000000000a0c00070000008b0d008900
113945,96,0f0000000c09090000000700008d00008600880000000000
115326,96,05008900008b050000008d000000008700000d0009000000
116165,96,860d000000000000008d0000000004000609890004000000
116212,96,078d0000070000000b0000000000868a000004000000000d
115811,96,090f00000000008d000000110005000093008a0000000000008491000000
114010,96,000000000004850000008b850e00000000000009000b008e
113593,96,12000000000000000a900f00008b000000878f0004000000
113440,95,8e0000000000000000008a0000008c0086090000000f0500
116232,95,0000048900888c86000000000d008400000000000000000a
113162,95,00000004050b00090000008589000000008c000000000d00
116678,95,00000000860b8f8b000000000087858a000c000004000000
116101,95,00000000040f000084000b088b000000000000008e000500
115474,95,000000008f0088000f880005000700008b86000800000000
115575,95,0d88000084000a0e0000008500000000008d06000000000f
113600,95,008b00008c00000d00000d00840000000000070000000b04
115017,94,07000000000008850f000000008e00000000858b89000000
117139,94,0c04000000000000000a84870000000b008f000000008900
115862,94,0087000000008b00000000040d08000000098f000000000a
115617,94,000a0e00000e8800008600008900000007000000008f0000
117196,94,0008000000000c00000000000000040600898f860000008b
115825,94,000000000b858e00000000000000000f0004000000880c8b
115235,94,840000000000898e0000000400000a008f080000000d0000
115422,94,0084000000008e8b00000000000f008b8800000000080006
116900,94,00870d0000000706000009008b00000000000000008c0900
113628,94,0087000f09009000070000000000008a00100000008d0000
115899,94,0c840000000e000000890000878f0b000000000000000007
114938,94,048f008900000000080000000000000087000d000000890c
113959,93,000000070000000000090d008a860000008800008c850000
117049,93,000000920f00000000840000060000000b08000013000000000000008a8d
113994,93,00008888000e00000600000a0000000085008d8800000000
115644,93,00000000000800000000860c8a00000000040000878d8500
115768,93,00000006008d00000f000e8800000900000d000000008700
113956,93,0000000085890400008e8f0000000000000f00000086000a
115651,93,8d000000000000080806000000000084850c008800000000
114338,93,00080000000000000086000f8d8500000084000000058900
114279,92,0000000006008786008a8f0000000f000000000a00000900
115610,92,8b0087000000000000000589008e0a8f00000e0000000000
113936,92,8f00848c8b0000860800000005000000000000870f000000
116001,92,00000e008a000e00000a000f008c00850000000000070000
117218,92,0f0d00000d8600000000050000008e0900008a0000000000
115330,92,0084000000880000070d00000000000b0000068d00000700
116790,92,000800000000058a00008a000d84008400000000008e0000
113349,92,000008008f000000000000878a00008c008d0e0400000000
115553,92,0085000000000500000c000c00008c07000a000000890000
115730,92,00000087008c0a0000000700008a04000006000c00000000
114563,92,0000898590008c0013000000000900000000000f06000000
115010,91,0000000488078d0000008b00008400000e000000000a0000
113869,91,080000000000000000060c0000008d008a8e840000000089
113226,91,870a0084860000080000070000000000008b
115524,91,00000000098f008800000000070000860000000f0f850000
113386,91,00000087008b090000001200920000048e000e0000000000
114190,91,00000000000c00000088868f000000000a000500008d0006
116629,91,84000000001193880004000000000f000900000000008e00
115208,91,860000008e00000009000600000f00000d088a0000000000
115688,91,00848f8500000e00008a008b0000000b8500050000000000
113240,91,00000000860000008e000008008b0000008b0d0004040000
115897,91,0000008a00008500000d0000000b00000007008d86000087
113479,90,040000000d000000890000008d008f0b0000000000088700
115566,90,000700048b0e00008400000000000008000000008c00880d
116590,90,0000000800860000008c920000009300000c05000000000000008b000010
115704,90,00000a00098d008a00000000000000000500840d0f000000
115595,90,000f00000400008e000b00000000008b048a000000860000
114049,90,87000000000000008c008b00000000070c008c8d0000000b
114564,90,00008a000000008500000c000500930000008e000000100a
114406,90,8d0400008900000800000000000d0c008900000000000085
115917,90,008609000000000f000e008b000609000000000000008f00
116879,89,000000000007000a8e8d00000000860c000b000000000088
115599,89,0d00000000008c0a080000000000058e0000008600008b00
114122,89,0b00000000000004008b000700000d86000f8e0000000000
115240,89,000000000a008a0c87000000868c00008d00000600000000
116798,89,00008f8b000000000000000d8600088e8f000000040a0000
116239,89,0000008d000009000c00000b000000008905008400000f00
113459,89,008600008f8c000000008800080000000f00080805000000
114539,89,000000850000008c0b00000000000a000d0a000000880007
113599,89,000000008800850f8700000000850000008e000009000600
116804,89,008d00000000000009000c0b00000000058b000d00008600
112794,88,000006000000890000000000008700008f000c0d0a00000f
114090,88,0f0000000000000000840085880007898e0000000000000a
115904,88,898489000000008f0000000000000e000b00000000008b07
113220,88,000000070500008900840000008d000000000f000a000f00
113499,88,000000850088000000008e000800000000860500000c0c00
113507,88,060b05000008008600090800000000890000
116839,87,000007000000000084008788000000840b08
116949,87,008600000000000000000a0000008f8f008b0005890d0000
115712,87,8e000000000000000788001300000f09000000000000079300000f000087
114266,87,00898e8d000000850000000000000000000a000d00000607
115500,87,0000000000850007008e00000e000f00008b0009000e0000
116410,87,0000850b00008f00000700000000008a0000000000050f07
114096,87,000000870000080006000b000c00068900000000008c0000
116964,87,0700048a000084000000000000000000008e0a080000000d
113575,87,08120d0a0000008e00000000000000009300008900008500120007000000
117200,87,8e058e000000000000858b0086000b000000000000000c00
114136,87,858a00008d8a0f0000000084080000850000000000000400
114798,87,86000000000000000900070b0000008f00000c0000000d8a
114652,87,00000000900007008d00000086000a000000870000000f00128800000000
116079,87,008e00000000000800000d0004000088000d858b00880000
113271,87,0000000000068400000d000000008e0088000000008f0b8c
115573,87,000000000e0000008e008400880700000000000800088d00
115325,87,00000087000000088c000000000000070c008f008d8a0000
114569,87,08008f0b87000000008b000005000000000f
115800,87,850000000088090000000000000000000e0406008e000400
116315,86,008b000e00000000040000008f8900000000008709850000
116338,86,04000000058a0000000008000000840f8a008c0000000000
113660,86,0011008c00008600000000008a0000000092000e08000700
113151,86,8b00000a000000860000080000000004000a
115636,86,8b050000008b0000008d060000000087000000000a000e00
115181,86,0c000000060000008c8b008900000009000000000d850000
113608,86,09040000000000000c000086880007000000000d00008c00
116813,86,000000000d850000008a0000000000098f00080400040000
116019,86,000000060000008a000000138b000084000c000090008f00840000000900
116075,86,8c000013000000008d8c9100008a0a0000000d0000000006000000008700
114081,86,00130000080e0009000093000000000005000000008b0000851300008d00
116252,85,0000000504098b00000000000000000e0a00000000868f00
113392,85,000000000600000c890087000a0f000000098e0000000000
113556,85,000000000005080000080f0000008c0a0000000000848800
113526,85,0000000c870000000000008c00068a120012009100000000040000000900
114302,85,000086868c00000e890c0000000004000000000000000800
115296,85,000000000008070004008b00898d0000000087000f000000
113836,85,008400008900070000000000000e0000000000000a08098f
115912,84,0f0000000c0a0005000000000000008e000088008a850000
113123,84,000087008d00000000060900008c0000000d000800008900
115775,84,00008800000c000000008f00000b06000b000a0000870000
116316,84,0d000000060000888a00008700000000000800008d050000
115297,84,0000008e000000000087870f000d8a000000000800000700
115726,84,00000000008e87000086000f000d0a000000068800000000
114870,84,009000000000000f0a0000000000008f0000000000058a88000086130010
114176,84,008a00000d000a000c000000000086008e85000000000005
112894,84,0000008c840000000089058800000000000d00008a000900
114177,84,00000000080000000e000400000084000089008d0089008d
115457,84,000000098500008a00008c000000000f000000058e040000
114485,84,000000000f8886008f00000000060000000000000c000e0a
114486,83,000000091300008900000000848d0000000000000900000f059000000091
113538,83,00000000008a000e00000000000900060000870000008f8a
116556,83,8a8f00868b8700008a0600000000000009000000000c0000
116286,83,000f0d00008a86000b000000000000008d0000000600000a
114517,83,000c9200870000070000100009000000008f000000008a00
113517,83,00050008008d00000000880000870000000000000e0c0007
113649,83,000000000800008600008b00000900008c0400000d000000
114159,82,008600870b0000008e0400000000000f090000000000008b
116273,82,000000890000000000008c860c0000000000070b00070006
113637,82,0000000000088c8a9200000000008500000f000006001000
112789,82,00000000000f00000000860088000006008f060900000a00
113884,82,000c0008000005008b8a880000000000008f008500000000
114926,82,000007000000898d86000000000000000e000000840b0009
116284,82,8a048f00008c000000840000000d00000000008c00058f09
116197,82,0000000b008f0e840084000000008c000089000006000000
116953,82,8a0000000e0d000000040000000000000008000000898f87
113834,82,0009000085008f000000000007000c000000008b88000d00
115801,82,000000088400910e000000000000068c00000f0000001100000000000089
114056,82,0004008b00000e00000000008400008b0000008c008e000b
115592,82,0000840c0d008e00000000000000000b000400000000068a
115898,82,87000000008b000c09000a00008d000000000000050d0000
114052,82,000000000500000c000000848a000000008c00868f008508
117136,82,0800000085000000048d000500008d8800000d0000000000
115063,81,00008600868c0d0000000000008800008b040a0000000000
114713,81,000000008884070000860000000900000085
115947,81,0000870000000c000a0c00008c00000000070d00008a0000
115967,81,0000008c00000000040e0f0000008400840e0900008b0a00
114116,81,000c0000878700008f0a008f008900000000000000070000
116103,81,00000000040b0d870000000c000000008d00008900040000
115220,81,8c00000004000f00008900000a0000000000850000008d8c
115876,81,8a000400008b00008c0800008700000600000000000f0000
116189,81,068d0000000000000000000e00008a870000000800848400
113477,81,000007008e0b00008b00008a87008c000000000d00000000
114567,80,0000008700890000000400000d000086008b8e0000090000
114487,80,0008009185008b00000f0000000000008f00001000000600
116335,80,00000000008900000d0600000a090000840000000000078d
114600,80,00871300000000008f0000000089000700930f000000000b
115986,80,000000008a0d00040000850000080800870000008d000000
115557,80,00000000008c0000048900008500000f000e000000000a05
116195,80,00000000890000098c00878c00000b0c0000000000080006
115548,80,0d000000060000850087008a8e8b000000000b0000000000
114324,80,008f000008000006000f0400000000000085008e00008900
116054,80,0a8d0b0000000000000000040000000c000a008900870000
114945,80,000c000088000087000900008d0000000000060d00000004
113617,80,050004008b00000500080000008d000000840e0000000000
117261,80,930400008b000000910f0000000000008f0b000000000011008c86000000
115381,80,00848a00000086008c000b8c00000000000d8c0000070000
113250,80,0e0000008a000000000f0a0c0000000000870000008c0400
115992,79,008708000000000000008a0000008c00000400000f000b0d
113980,79,000f000000000000000009008c048a000000008784008a00
115964,79,000f00000000000000048a00848b000000008c0b00008f00
113322,79,0000000b000b0e00000700000000000084000000008a058c
117204,79,00008488000000000c8a000400000000000b00050000898c
113549,79,870b000800000600000000008e000000000088000f0f0000
113975,79,000000000e008d008700000800008d000605008b00000000
115424,79,000000878f00040000008b00000f00000000000708000400
117022,79,870d00000000008900000607008c00008a000000000a0000
114581,79,00070000000000850a0c92008a001000000000008c000000
115280,79,00000004000087000088008800008c0000840b000f000000
116327,79,00000000848d00000700000008000c000c0000008b0d0000
116908,79,0d0700000c000b00000000870000008d0000880087000000
116306,78,0087000000000007008b008b000000008e000f0800040000
115107,78,000000000007000000878c870000090f0000008b000f0000
117048,78,00000000048800850e0000000a00000000008c0084870000
114246,78,00888c008c000000000d000000000900060b000000860000
114847,78,00000000000b00008887890000000000070f00008e000006
116694,78,938d00000000000000000006001000000000000f860088000b00000c8600
116834,78,00000000008e00000f000c0a000600008b00008900008500
116545,78,0000008500000f05000000008a8e008f00000a000000008d
113990,78,0d000006090000000000008500058f8c00000000008a0000
113982,78,008d00000004000a8400000000000c0b000c008900000000
115613,78,00008f00000000008709000000008600008b0c0600000c00
116393,78,0000068900000000850000000d060b0009000005008d0000
113411,78,00008684000a0000000c0000008987000000008e00000005
114656,78,0b860000000087000000000e04000085000000008c00008b
115888,78,000000098f0b000000000600000f00000800000000840089
114129,77,008d0000000000000c008687090000000400000000000d8a
114527,77,89070000000087000400000000000000050a
116017,77,8e00000000000f0b0000000000008500850c000007008900
116253,77,0000098f00008c00008f008b060000000000000000000f85
114629,77,8c00000000008a000011000e000007080093000000000084
116440,77,0800070600000b0d000000008d0000000085008a00000000
113888,77,0000000b8e00000084000005000000008a00000000850e0f
115752,77,86000e87000000000009000085000000008e008900070000
116996,77,000006008b89050000008e0a000000000085000c00000000
115822,77,00890000008e008b8a00860c00000900000000000d040000
112911,76,06040700000084008b000000000800050000
114513,76,000000008b0000070c000c00008e0000080000000000850e
115439,76,040f000000000000008f0000000086000b008a0f00000088
114260,76,008c0000000a0500000000000008000c0000008587008800
113937,76,000000008f000800060005000004008a00000085000e0000
116068,76,000000000b8486000000008900000000008e00000700920000100000000e
114544,76,0709008f00000000000000878a0005000e00
114809,76,00000b00000000008c878b000f8a000e0000000500000000
116166,76,8b0089868a00000400000000000008850000000000880000
113487,76,000d0f0000080000000709008a000000000000000084008c
116007,76,8b0000001000000010860008000b8f0500000000000093000000000e0000
117265,76,008b0000000e008600008e1300000a000013000000008692000000000006
115545,75,00000000000b0000068a0004000c88000000008f00008500
116155,75,00870000000c00000a0000008f0900080000000e0000000700000000008a
116405,75,0511000000000011000c00008508000000000000009100008d00008e8b00
114168,75,000006000000000000008d0000008900880000870009870d
116261,75,0000850a000000000700000089008a008e008b0c00000000
115824,75,00008a0000000a008c00000005000a00000500000d870000
114803,75,0000068e04000a00000000008600880000000000070e0000
115513,75,070b000000008d00840000000c0000000000008b00008f8b
115999,75,080000130000110c8f0000009300000000008400000000008e0004880000
115827,75,00000000000e00068800008b0000008d0b06000084000000
115396,75,000000000e06000e000c850000000000008b0b00008f0000
114243,75,008b000488000e000000000500000000008700098e000000
115687,75,000000000400000000000c0009000984000000008c890084
113026,75,0f00070500000008000000848d00000007000000008b0000
113612,75,00000a00000006008d000000000085890000008b00000d0d
115671,75,0e00008800000000840900000700040c0000008c00000000
114635,75,00840000000800008f0000000c04000e8a00
113167,75,008e000000000b0000000e0b86008a00000000000007000d
115300,75,00000000000700000c88000d000087008c0000000e0b0000
115534,74,000e0b0000008c000000000a8b8500850000000700000000
116262,74,84008b0000000087000b000000000000008c000c000c0007
116008,74,86000000000b0000008e0000040000000d000e8a8b000000
114083,74,008b000000050e0000000000008c0000848e000905000000
115224,74,0000000f0089000007000000000e0d0a0000000085008e00
116026,74,000000008b068a000000868800000e00000008008f000000
116803,74,00008a00000c0000000000120092070000090000008e0400869200000000
114095,74,8d8e8b00008c000a00000000000e00850000060000000000
117248,74,86008b87000000000000000400000b0c000000008f090000000007000000
114112,74,0000000a00008d8900008b000086000000000500000f0e00
115753,74,0000000000118c8a0000000000000000840000000e0000920004908e0009
115338,74,0000000e89040900090000050000008500008e0000000000
116738,73,8d008c0007008700000000000000008a000000000800070c
115837,73,0a00000086000086000f0c00000000000006898d00000000
114151,73,00008b00000008000000070600008e000084090e00000000
116187,73,0900008f000088008b0700000d0000000700000000870000
116174,73,00008c0b00000000000085000e00000706008e0088000000
114165,73,0000008f06000000000900000000000000840089890e0c04
116795,73,0000000a060a000000008800000a00850086
113534,73,8700000009008d0000008c8b000000890c00000500000000
116097,73,000700000f000b860000840008000000008f008800000000
117024,73,8c000000000b860000920000100088000000000006009100000d00000000
114542,73,0084000009000000050c0088910000008d00000000130000
116948,73,0b0a00000086000c0086000000000600000000008f8a0000
115682,73,00000007060a00008f8b00890d0000000000008600000000
114094,73,00050000000a0000878e860000008c00000d000000008800
113119,73,840d000e8b000000000a000a0007000000008f0000000000
116085,73,8e00058f000085000b0084008900000000000f0000000000
116693,73,0000050000008f008900008a000009870087000000000d00
115482,73,0000008b8700000000008e00000d0c000800008a06000000
114103,72,00000d0000008e00008e0088000500080000000085000800
113584,72,00840000000006050b0000008a0005008800
115810,72,008700008e0000008905000500000009000000008a000d00
114469,72,88008a000084000000000a0005000000008d0000060f0000
114356,72,0000850a0a00000000000005008b00008485
114618,72,000000040e0000000000008c008500920009000000120089
115701,72,00850f0000000000060d0000000000008a000a8f00090000
114552,72,0010000000008b84000f0000008e08000000000092000400
116355,72,8b008a84008b000006000000000000008709
114040,72,840000870a00000000050000008800868a00
115751,72,000000000a0000000f0700000d00000087008b008a8d0000
117222,72,00920000000000008b061200008c0087000000000f880000000000001309
113408,72,0009000b00840f000000000000898c850000000000000400
112800,72,07008d000000000000080000040000000e060084008b0000
114940,72,008c0b1000009100008d000000000013868a00070000000000000f000000
116095,72,008500000a84000600000000000087890089
116620,72,0a8d8c0000000e0900000400000000870000890000000000
117195,72,00000400048f0000008600008b0000000000000000080e0e
117083,71,13000000008d858500000b0000000f000000890000000000900004000000
113875,71,8e00000b0a000000008800050d00000000008700008e0000
115250,71,060a0000000000000000008e0900008700000f008900000c
116077,71,0d8600000f00000000878f88000005000000000800000000
115632,71,000000080e00008b000000000987000084008d0004000000
116320,71,8d0000070000000a000000000000008988860000070c0000
116912,71,85840000008a8b000000000d000000000900008e00000700
115933,71,000000050800860000000000008f008800898b0c00000000
114011,71,000004000000008e008f0a8f0f0000008600000000000089
114206,71,87000000000000000000048e0d0000080009040000008805
117160,71,0000000700000e8a000000878d8d0000008900000000000b
114182,71,008d8784000000000000000a8a8a0000000700000000000c
116607,71,008d0b000000000000000f87008b00008488000700000000
113223,71,0000000f000000860a0000008b000000008f0900070a0000
113205,70,00858c000086000d000000858a0000000000000905000000
116061,70,0f1000000000000090000f000000850000000008000000078a8d00000000
115475,70,00000500008d8c00000a0a008789000000000000000d0000
116334,70,0000890000008e0900000000000084870800000e06000000
115778,70,0000048a00060000008d000013000000850000090000000000000c000091
116330,70,86000000000900000b0d0c00008a0000000000000000058c
114489,70,09000000000000000000848b06910000000011000000000d000000918f00
114157,70,8400090009000000008d87000000000006000000008a0f00
115860,69,0a0086000000920e070000000006000b8c00000000000088000000000013
116589,69,008500000b00000c00000600008c0b8d0000000000000089
114579,69,850000000000000f0000008900008b008b8d000900060000
116889,69,001000000000008c0000008407000000008c0e8a000000000000000b0093
115757,69,8e048a00000087008b00008600000a00000000000000000e
116245,69,00130000000000000b0000008a87000000000000008e0006930d07890000
116271,69,000000008c0000000000000b000600040d000000868a008b
117246,69,0b060000000000880e0000008f0000120004928b00000000840000000000
116162,69,0000869200000000000d00068d0000008b00000000000900000000008510
116768,69,000a000a008600000e850000000006000000008c89000000
115807,69,058d0007000000008800858c0a00000000000f0000000000
116047,69,0000080d000000000e858700000000048b0000000000008d
114702,68,0b0084000000008a008400000000108f000093000000000000000c000004
116298,68,000000000d00050091008b0000000011000000000000858d0b9100000006
114235,68,00070000008b00900f0000008e89000000000008000000000085000e0012
115903,68,860b000000000000850e0c0000890000008d000000000004
116370,68,0000870a00000000000f000000880000000000078f040600
114532,68,000000008c05000f880000008700880000000005118d00930000000b0006
116317,68,00050e00000700000000008a000086080900008f00000000
115790,68,858a000000880d07050000008d0000000000000000000a00
114154,68,000000008b000a000e0086878e00008f0000000005000000
115374,68,0000000f000000000000008a008f00050600000087080b00
116266,68,840c0a0008000000848a000000000000040087008c000000
115856,68,00868c008e0b000f0000000084098a000000000400000000
113495,68,888a008d00848e00000b00000000000f000005000000008f
114191,68,00000800048f000f00070f000085000000000000008a0000
116994,67,00000000008a00000000008500000a000c0e8d0508000000
114030,67,080000008f0000058800888900000000008500000e000000
114333,67,008e0a00008d000c0000000084000089008a000000000500
116885,67,0000080085870000070b008f8b0000000000000000000c00
113846,67,0600000089000f00850000000000000a0000008600858c00
114174,67,0600000805000000840000000088008f00008900000e0000
115988,67,00000e858d00000000040000000000000b008d0000880000
115759,67,00848f00120000888d00009100000f008600000800000000000004000000
116943,67,000009008c000000000e0000858400008c00000000008807
116050,67,890d870000000006000d8a0000000b1100000092000000000000008d0000
115602,67,0c00860000840000098d0000008d00008b00000600000000
117213,67,0000008d8700008d058d000000000f0b0000000000008900
114524,66,000e000d8b0000000006000000000f0b000000008f008600
116656,66,008900000088050a0f040000860000000000008f00000000
115693,66,00000086008e00000000000d08000000040000888a00008d
116345,66,0b000000000e00000000008d008989000004000000008489
115869,66,008a098d000000000600000000000b00008700000000000f
117251,66,0c000000130600000009000000008610000000008900008f938800000000
114353,66,0800060500000000000e0000098c00008700000000000088
114273,66,008e000000008b0000008600058b048a0c000b0000000000
116126,66,000f0000070f0000000009910000008e0012000000008a00000000000084
114776,66,000900008500000000000005000d0000009289000000928c000000100086
112860,66,00000c000000009209000087008800000000050012008f00
114039,66,0c000d000400000900000000840f00000000890000008c00
