,count,minNt_r
117014,746,8a0000000404008a00008b86000000000a00
116546,746,0000000000890b8585008600000000000709
114863,745,0085090000000400088500008b0000000000
117114,743,8b00000000000700000d000e00000000088c0e0000870000
113772,740,00848700870000070008000b000000008a00
113789,739,070907000005008b8a000000870000000000
113953,738,000000008e000000008a008500000f000400000a0c080000
113091,737,858c0000008b00000000050000008f0a000b0d0000000000
117121,737,8789870000000b0b00000f00000400000000008c00000000
114418,735,0000000a0407090a00000085000089000000
112853,735,00890000050000860000008909000000008a
114175,734,84008f000085000000000d000000000088000000008d050b
115221,733,870000008b0000008a860900000000040000
116203,732,8400890089000000000005000000000e840900008f000000
116874,730,000000000800008905040000008a8b850000
113997,730,0000080000000588070000008a0089000087
116137,729,000900008500008f00000506000000008f8a00000000000e
117072,729,008c00000000000b850b00000d0006060000008b00000000
113909,727,0000008700080c000e00008b0000000900040000008f0000
114108,727,00008a00000d8f00880000000000000006000a0000870085
116763,727,0e0700070000008e000000000000860b0000000f00890000
114677,726,0000870000000e00000b00000004058a8d00
112998,726,000f0b00000010000000008d008a92000500000085000000
113117,724,0000008c000700000084000000000b0000008b0d0f000f00
116958,724,0f89000e00008f0000000000060000000900000000000886
113808,724,000c84000000008900000406000000008c00050800000000
117152,721,00000085000000008c0000000c008988000000000d000805
112983,720,000985000a08008b00000087000000000006
116896,717,0000008b85000000000006008d8c87000000000009000d00
115196,717,00000000000788000086000000000f8500000b008d850a00
115392,717,8a000000008d0000000e0000098f04000a0000000000878e
116292,715,8c000a000000000007000000000000000d868a8d8e000000
116567,715,0000000c0087000000008a00000000008e0a0e05000e0000
114841,713,8488000000000d0000090009008f000000000e0000060000
117144,712,0008000d0000000000088f00000588040000000000000087
113803,712,0000060000000085000a8500008a00870089
113898,711,008a84008a00000a00000000880007000600
115425,711,040000008b00000000000800000004898700
116741,710,00000000008d000000008700000b0008000f00008b050e00
115191,710,0000000005000a0000008700088500890000
113182,710,890000000000000a85000087000400000085
115445,709,000a000000058500000000008b0000000508
115265,709,0a00000000858a0000000000070a00000084
116991,709,000a0000000000840000008b880000008d8d060000000f00
117061,708,000000000008888e000000000086000d000f0e0004000000
117015,707,0000000a0000850000000000000000040f0f050000008f8b
117131,706,000085000000890000000e89060000008d8f000000000008
116968,705,00008c00000000000000000904040c00000000008b848800
113017,704,000000008f000f00000708008700000000008a0e00000088
113886,703,00850000008c000a050000090000000f00008c008d008800
116554,702,000000008e0b0000008b0000840f000c8486000500000000
113274,702,8a0000060000000000040085090700000000
113774,701,008e0000000000040b000000000c00878600000e00000088
114769,699,8789000000000086058800000000000b0000
115311,695,04000000000000870088000000000a00858b
113824,695,0406000a000086000000000000000400888b
113279,694,00880400040000000000000800008b880084
117230,693,00000000888d00000d85000e000000000004000087090000
115571,689,0000090600000000008d000000860000000e00890f8b0000
116036,688,0000890000000000080d0000840b00860000008f00000700
116663,688,00048c00008f048a0000000000860000000000000a0c0000
115403,688,000c00000e8b00008f00870000000a0000000006008a0000
114473,687,000000000b0089000f000500008500008f8b
113998,686,0b0806000000000000000085040000890500
117154,685,00000000058f00880e00000f00000000008400000d00000a
113964,685,0400000a00000000068a898a000000008500
117013,683,008688860000000000000500850000000b09
115329,682,00000000080e8a000000000086000500000084008f00008c
115174,681,000085000000888d8b0000040f000000000009060000008d
114686,680,008d000000000000060800008400000b00008a000d00000e
114375,680,0000858a8a00850000098400000005000000
115189,680,000b00008400008508040000000089000000
116970,679,00008e8500000005000089000c0c0000008b000000000008
116225,679,0000000c00000a870000000000008c00888c000500090000
114397,678,0084008a8a00000400000000000009008c0000840d000000
115180,677,0900008600000b8500000400000000000088
112959,677,060b0600000600000000008a0a0000000087
113036,677,000086000000008b070000000b04000a0b00
113278,677,000000840000000a0b06000000000000008f000e00050089
114830,677,000000840f00000000008c0004000a0000000000058a0005
115455,674,000089000488000000008700000704090000
113185,673,00000000000a00000e008d00000000048900878f00008789
113811,673,09080b00000b0087008b0000000500000000
115219,672,000000008900000000000400080000008f850f00000e0800
114463,672,840000890f84000500000000000800008c00
113837,671,000084898700000009000000008e000000000088000d0400
116872,671,0000000000888c00000700000d0800000000008500860008
113000,671,0000000800000e0d0000860c0000000004000000008a008f
116579,669,0000000009000f8a00000000008e00008600008a00000407
113883,668,0b000e0d000f00008a000000008d00850000000000040000
116758,667,0000000a00000600000000000d8a850000000000848f8f00
115270,666,050000000000008700000a00888700000b00
116739,666,00000000008700000b0004090000048a0600
113200,666,04008a000000000a00000500000000860007
116549,666,09000008870000000000008a060f00000000000007008f00
116080,665,8e8900000000070000000e00000000840000008d00008f0b
113795,665,000b00008e000900000004090000008800008700000c000f
116303,664,000000000c0088050000000400008f85880000000a000000
114974,664,8500000009008a8609000000000000000007
113904,663,00000500000b00000000008b840b84850000
115355,663,070a000004008a060000000000000000000f00000086008d
114773,658,080000000b000000008500000000000d0005008d88050000
116597,658,008a008400000000000c00008800000007000b00008e8f00
113243,658,000000878b0000008a00000b04008b0e00000000008c0000
113947,654,000000840a84000000890000000000070808
113341,653,000000870b00050086000000008900000084
117028,651,8f0000000000898800878a000000090f0000000000000007
113790,651,000705890006000000000b00008b85000000
114438,651,008a008a04000000000000860f00000004008c0900000000
115304,651,008987880000060007008b00000000080000
113895,651,0800000000008d00040000048b0e000f0000870000000000
115182,651,0000850b00008d000000000000000400000d850086000088
114660,649,008e0000068a84000c008a00000000090000
116551,647,85000000000000008b008a0f050a0f000000008f00000000
116895,647,008b00000000000a84008c000000000c0f0000000000060a
116844,647,00000000008c0d840000000000000088000904070d008b00
113918,647,8f000086000000000005000000000900000c8b0000000e0e
113809,646,0000850000000000008e0000000c0009050000000e008a8b
113872,645,0000050005898a000000000d8e00008700000b0000000000
114682,645,8400070000000b050000000000000000068b
115308,644,0000000c05000000000088840000008f0000000085098500
114478,644,0000000508008a00008c90870000120000000000000f0000
116876,644,0000080b8600000e00000085000000008f89060000000000
117120,644,0700000000000000008c00008b0c00008400008500000b0a
113254,643,000b00040000840007000000008800000006
117129,642,0000860000000000008a008f000000070c0c000600090000
114715,642,8800000c0e05000b8600000000008c000000
113268,642,860000000900000b0000008a0b0500000000
113253,641,8700000000008b00008a0005000000008f000e000005000a
115178,640,000000000009008a8700008700000489008a
113034,640,000000860000050708050008008b00000007
113788,639,8786008709008900008a0000000000000005
116963,637,00000004000c000000008f06000b870a00000000008a0000
117180,637,858708000000000000008c00000000000d04000088008600
116732,637,000b00860000000d000706000000008e0000890e00000000
114710,636,8400008b0000000000088b00000000000588
116957,635,000a00008d86000000000f000000008b000000008c000707
116552,634,008800060088000000860000000007000907
115179,632,8700000008000a8500040000890000000000
114500,632,00008400000088060000000d008c00050b00
113292,632,85860a00000004000000870000000000008a
115197,632,000000080d000000008c060000000d000f8b008600000000
112849,632,0b0084000f00000000008b00008f00090600
115913,632,0000860b860000008b000000000900000708
113125,631,8b00000d000000000f00000a060000000000858c00008700
116144,631,000000008e0900000c840d00008b000000000f0000000700
115317,630,008b000f0000000000008c00000b00860000000b00000906
116469,630,0000000d00078f0800008c00008b00000000000a00008600
115769,628,00000088860000090d00000a00000c0600000000008e0000
114758,628,00000000000a008a00860000878b04000000
115130,627,00000b0008860000880000000000060a0005
116833,627,0000000d0607000a0c0000000000850000898c0000000000
114464,627,0000070b000088000000000b000000000887
113943,626,87868b000d0f00008c00000000000000000a890000060000
115319,625,000d000000000087858a000000898d0400000000000a0000
115328,625,0000008a0087000000098488000005000000
115183,625,008a00008b05870000008688000b00000000
113267,624,000500008b000000000b0400000084000700
116869,624,00858e0000000a0000000506008b0000000000000a000c00
115428,623,00008b00000700000000860f00008700848e000000000008
115814,622,008906880000000000860000000000060b07
116718,622,0b8400000000090000000600888c0000008f00000f000000
116617,621,0a000000000000890000008400008f0500000d0000000c8b
114220,620,00008b8c86000800000b008c000000000d00000700000000
115802,619,00060d0000008e0b008c000000008b000000000000088700
114219,619,8c000000000b000000008900000000040d0000860a860000
114429,617,0600060a0000000909000086880000000000
115359,614,0a0500008f0000000000000f8b000000000000008d858600
115216,613,000000048e0008000000000000008e87008e00008a000c00
116358,611,000b00090600888e0000000000000087000005000e000000
116888,610,0000000d8a008d0604000000008400000000000d00000009
114793,609,000500000800000000088500000a89000000
117162,609,00090407000000000000008b0b84000b0000
115185,607,0000000005008d0000000000848800850000000b00000e09
116591,606,0d00070000008a00850000000000008f0000000085080086
115836,604,0000000a000087890000000000040c0000000089008f008e
115780,602,878a000088000005008a05000000000b0000
115203,601,070f000f0000008600000000000500008f8a000000090000
113318,601,00000607898b008b000a0000000086000000
115205,600,860000008d000000000e0000000900040000000400008b06
115163,599,00000a848c00000000008a0000070b070000000c00000000
113868,599,840c0000000f000000000600008900008c0084000a000000
113815,598,00000c0000008807008d0000000a00080004850000000000
114764,598,060000008508890000000000080600000000
113880,598,000085008a00000000088f000d860000000e060000000000
117134,598,000087000c8b0000050c00008d00000000000f0008870000
117229,597,888487000000898e000000000a0000000000060f00000000
116882,597,89008b860000000000890607000000000900
117140,596,85000000000007008f08000000000000008a0f0c0a000000
115442,596,00000009008f0d07000000080e0008840000008800000000
113879,595,8b00000000000b0a000b0500000000878600
116124,594,0000080000008400898400000000078b8a00
113197,594,000000048a000b0000040000000685000000
113381,593,000e0f050000008600000000000000000b05880000008d00
116425,592,00008a8500000000000000090007898a0789
113981,592,0a04000007000e0000850000008a00000b000000008d0000
115703,591,8c0b000000000a00000d000086000000000000068b000007
113257,591,000a0000070007008b000500000d000000000086008c0000
114364,589,00000b0000008a00000f000400008e000000008b85000087
113374,589,000000000400000000000a0000008900008d0f0000850f0e
115284,587,0006000000000b0f00000009098d000000000086008a0000
114930,587,0c00090000000000000700898700000000000000008e8c05
114730,586,0000840000098a00000b0000080600000000
113289,586,000000000b000000008f00000d000000848b070004008a00
117147,586,00000004000c8500000f0e00000000000b008c8a00000000
115096,586,00040000090000000000008e88000600000000000f84000f
116971,585,00000000008d000d000088880d0000008408000004000000
113766,584,0000008700000000000a008b000004008888
114707,584,0013000d8b00000000878c00000090000006000000000800
114456,584,0500000000000089008e0000860f00088700
114722,583,008a000000000008000c008700000b8c0007
115019,583,008d058a00000009000000008b850000008f00880f000000
113916,582,0a0c00870000000000000007008b00000000000b008f008e
113822,581,08088d000006000000000087000500008900040c00000000
113009,581,008900000000000005070a00000700008600
113039,580,00898e00000000920b050000000000840000000d11000000
115914,579,00868a0000000000000b0e000000050000008c0900080000
114020,579,04000000000d008d0000000a0000000000878a8b00050000
116599,578,000f090000000000000007008d8e85000000858800000000
115365,578,00890000050d008c0000048e0000000b0000000000000085
115354,576,0000000000890e0800000c00008f00000007000000870008
116392,576,00858900890c000b00000000008b000400000000858c0000
117105,576,000000008f00000e0000050400000b860009008a00000000
113233,576,8f060000008c00008989850000080000000000880000000f
117135,575,00008600000000000a0400008900888b0007
113323,569,00860c120000890000930000000000008c00040000000900
117181,567,0000000900000000880f070000000000840000008c8f0600
113800,567,008b00000000000000000004008c0000088f00848600000f
113173,566,000000000a0000860f8b000f0089008c0086000400000000
114410,565,85000a8700000000000000058b008500008a
112940,565,000086000909000000008900090000070500
116550,564,060a0000000000000000008600008e00008a00000f880088
117216,562,00000885000000008a0000000d000000050500008d060000
115902,562,0000000007080085008d008e0400008b000000000000000c
114005,559,040900040600008a008b0000000086000000
116177,559,00000a0000008800868b000000048b050000
116514,556,8e85080000870d00000000008e8800000000000000008f07
114415,553,0088068b000000000009000086000086008a
115891,553,070000008a00000000000084000009040088
113779,551,0e00008b000007060009000d0e00008400000000008d0000
113097,550,00000c0000000e060000000a000000008700008c8a000000
